News,Headings
سنہ 2020  میں سابق وزیر اعظم عمران خان نے کہا تھا کہ این ایف سی کے ساتھ ساتھ اس 10 سال پرانی ترمیم کا بھی ’جائزہ‘ لینے کی ضرورت ہے۔ انھوں نے یہ بھی کہا تھا کہ اس ترمیم کے بعد کئی انتظامی مسائل پیدا ہوئے ہیں اور وفاق انھیں حل کرنے میں بے بس ہے۔,پاکستان
18ویں آئینی ترمیم کی منظوری کے بعد مرکز یعنی وفاقی حکومت سے بعض معاملات میں اختیارات صوبوں کو منتقل کر دیے گئے۔ اب سوال یہ ہے کہ اگر اس ترمیم کے بعد صوبے مزید طاقتور ہوئے ہیں تو پھر اس پر اعتراض کیونکر اور کسے ہے؟,پاکستان
اس سوال پر بی بی سی سے بات کرتے ہوئے سیاسی تجزیہ کار سہیل وڑائچ کا کہنا ہے کہ ’18ویں ترمیم کے بعد یہ سمجھ لیجیے کہ وفاق سے زیادہ طاقتور صوبے اور وزیر اعظم سے زیادہ طاقتور وزیرِ اعلیٰ ہو چکے ہیں۔‘,پاکستان
اُن کا مزید کہنا ہے کہ ’اس آئینی ترمیم سے سیاسی جماعتوں سے زیادہ اُن اداروں کو اعتراض اور تحفظات ہیں کہ جو پہلے مرکز کے قریب بیٹھ کر ان وسائل کو کنٹرول کر لیا کرتے تھے مگر اس آئینی ترمیم کے آ جانے کے بعد سے اُن کے لیے یہ کام مُشکل ہو گیا ہے۔‘ ,پاکستان
سہیل ورائچ کا کہنا ہے کہ صوبوں کی جانب سے جو ایک مسئلہ یہاں سامنے آتا ہے وہ یہ کہ صوبوں نے اضلاع کو صوبائی فائنینس کمشن کی مدد سے یہ اختیارات منتقل کرنے تھے مگر وزیر اعلیٰ نے مضبوط ہوتے ہی ایسا نہیں کیا اور یہ انتہائی ضروری ہے کہ صوبے یہ اختیارات اور وسائل ضلعی سطح تک منتقل کریں۔‘,پاکستان
اس سوال پر تبصرہ کرتے ہوئے سہیل وڑائچ کا کہنا ہے کہ ’کسی بھی آئینی ترمیم میں کسی بھی قسم کی تبدیلی یا اسے رول بیک کرنے کے لیے پارلیمان میں دو تہائی اکثریت کی ضرورت ہوتی ہے اور اُس کے بغیر ایسا مُمکن نہیں ہے۔‘,پاکستان
مُلک میں عام انتخابات کا ماحول بن رہا ہے تو کیا ایسے میں 18ویں آئینی ترمیم میں تبدیلی سے متعلق کوئی بات کرنا یا اس جانب جانے کا کوئی امکان ہے؟ اس سوال کے جواب میں سہیل ورائچ نے کہا کہ ’ایسا مُمکن نہیں ہے کیونکہ اس وقت تو پاکستان مسلم لیگ ن اور پی ٹی آئی آمنے سامنے ہیں اس وقت کسی بھی سیاسی جماعت کے ایجنڈے میں یہ بات شامل نہیں ہے۔‘ ,پاکستان
اُن کا مزید کہنا تھا کہ ’صوبوں کے پاس وفاق کی نسبت اختیارات زیادہ ہونے چاہییں کیونکہ دُنیا بھر میں یہی ہوتا ہے، بلکہ صوبوں سے بھی نیچے یہ اختیارات تو اضلاع اور مقامی انتطامیہ کے پاس ہونے چاہییں۔‘,پاکستان
’ہم ان عام سے نظر آنے والے پتھروں میں سے نگینے نکالتی ہیں اور اپنے پاس آنے والے مہمانوں کے لیے ان سے خوبصورت زیورات بناتی ہیں۔‘,پاکستان
یہ وہ الفاظ اور باتیں ہیں جو پاکستان کے ایک خوبصورت علاقے ہنزہ سے تعلق رکھنے والی نسرین نے ہمارے ساتھ اُس وقت کیں، جب وہ نہایت مہارت کے ساتھ گلگت بلتستان کے پہاڑوں سے نکالے جانے والے ایک قیمتی اور خوبصورت گلابی رنگت والے پتھر روبی کو ایک مشین کی مدد سے بیضوی شکل میں ڈھال رہیں تھیں۔,پاکستان
نسرین ہنزہ میں زیورات کی ایک دکان کی مالک ہیں اور وہاں وہ اکیلی نہیں ہیں بلکہ اُن کا ساتھ دینے کے لیے اُن کی تین سہلیاں بھی وہاں موجود ہیں۔ ,پاکستان
ہم میں سے اکثر نے یہ جملہ ضرور سُنا ہو گا کہ کوئی نا کوئی ہنر قدرتی طور ہر انسان کے اندر موجود ہوتا ہے۔ نسرین کا شمار بھی ایسے ہی لوگوں میں ہوتا ہے، جن کے ہاتھوں کی سختی اور ایک عام سے نظر آنے والے پتھر سے نگینے نکالنے کے دوران لگنے والے زخم اُن کے ہنر کا منہ بولتا ثبوت ہیں۔ ,پاکستان
ہنزہ شمالی پاکستان کا ایک دور افُتادہ سرد علاقہ ہے۔ یہ گلگت سے شمال میں نگر کے ساتھ اور شاہراہ ریشم پر واقع ہے۔ اسلام آباد سے 700 کلومیٹر کی مسافت پر سطح سمندر سے تقریباً  2500 میٹر کی بلندی پر واقع ہے۔ ,پاکستان
نسرین کے ہاتھ سے تیار ہونے والے یہ زیورات عام نہیں ہیں، وہ مختلف مشینوں کی مدد سے پہلے پتھر تراشنے اور پھر انھیں چاندی سے بنے مختلف سانچوں میں جڑنے کا کام کرتی ہیں۔,پاکستان
نسرین نے کہا کہ ’میں نے 2009 میں اس شعبے میں قدم رکھا جس کے بعد میں نے اس کام کی تربیت بھی حاصل کی، مجھے پہلے سے کام آتا تو تھا مگر مجھے اس میں مزید بہتری لانی تھی، میں نے اور میری تین سہیلیوں نے ایک سال میں یہ کام مکمل طور پر سیکھ لیا تھا۔‘,پاکستان
پاکستان کے اس خطے میں مقامی معیشت کا ایک بڑا حصہ سیاحوں سے وابستہ ہے۔ یہاں کے لوگ ان علاقوں میں پائے جانے والے خشک میوہ جات، سیاحت اور معدنیات کے علاوہ نگینوں یا قیمتی پتھروں سے بنائے جانے والے زیورات سے آمدن حاصل کرتے ہیں۔,پاکستان
اسی وجہ سے جب نسرین اور اُن کی سہیلیوں نے یہ کام شروع کرنے کا سوچا تو سب سے بڑی رکاوٹ کاروبار کے لیے رقم کی کمی تھی۔  لیکن نسرین اور ان کی سہیلیوں نے بھی کیا، نہ تو ہمت ہاری اور نہ ہی کسی سماجی رویّے کو آڑے آنے دیا۔,پاکستان
’کام شروع کرنے کے لیے ہمارے پاس پیسے نہیں تھے، اسی وجہ سے ہم نے اپنے گھروں میں موجود امی کے پُرانے زیوارت جمع کرنا شروع کر دیے، پھر ہم نے اُن زیوارت کو توڑ کر نئے زیوارت بنائے، یہاں بیرونِ مُلک سے زیادہ سیاح آتے ہیں اس لیے وہ سب ہم نے اُن کو فروخت کر دیے، اور اس کے بعد جو پیسے ہمیں ملے ہم نے اُن سے کام کا آغاز کیا۔‘,پاکستان
عام طور پر لوگ گھر میں موجود پرانی جیولری کو ناکارہ سمجھ کر استعمال نہیں کرتے، مگر نسرین کے لیے یہی پرانے زیور قرض کا نعم البدل ثابت ہوئے اور اب وہ کریم آباد میں اپنی دکان چلا رہی ہیں۔,پاکستان
نسرین نے اپنی پہلی آمدن سے زیورات کی تیاری میں استعمال ہونے والی مشینیں اور اس کام میں استعمال ہونے والے مختلف اوزار خریدے۔ نسرین اور ان کی سہیلیوں کا شوق دیکھتے ہوئے کئی مقامی این جی اوز نے اُن کی مدد کی، اس کے علاوہ اُن کو کئی بین الاقومی مارکیٹوں کا دورہ بھی کروایا تاکہ اُن کو مختلف چیزوں کی معلومات ہو سکے اور یہ جان سکیں کہ وہ اپنے بنائے زیورات کو کیسے مزید بہتر بنا سکتی ہیں۔,پاکستان
نسرین کہتی ہیں کہ ’ہم نومبر سے لے کر مارچ تک خوب کام کرتے ہیں، کیونکہ اس موسم میں ساحیوں کی کمی کی وجہ سے ہمیں کام کا زیادہ وقت مل جاتا ہے، ہم اس وقت میں مارچ سے آنے والے سیاحوں کے لیے چیزیں بنا کر رکھ لیتے ہیں، کیونکہ مارچ سے اکتوبر تک سیاحوں کا بہت رش ہوتا ہے۔‘,پاکستان
کوئی بھی کام آسان نہیں ہوتا، نسرین 2009 میں یہ کام شروع کرنے والے چند افراد میں شامل تھیں، شروع شروع میں   میں اُنھیں بھی معاشرے کے منفی رویّوں کا سامنا کرنا پڑا، اور بہت سی باتیں بھی سننی پڑیں۔ اکثر لوگوں نے تو یہاں تک کہ دیا کہ یہ کام تو مردوں کا ہے وہ اس میں کبھی کامیاب نہیں ہوں گی۔,پاکستان
نسرین نے کہا ’ہم سے پہلے زیوارت بنانے کا کام صرف مرد کرتے تھے، ہم ہنزہ میں پہلی خواتین تھیں، جنھوں نے یہ کام شروع کیا، اور آج مجھے خود پر اور اپنی سہیلیوں پر فخر ہے کہ ہم اس میں کامیاب ہوئیں ہم نے ہمت نہیں چھوڑی اور آج دوسری خواتین کے لیے مثال بن رہی ہیں۔‘,پاکستان
نسرین نے جب یہ کام شروع کیا تھا اُس وقت اُن کی شادی نہیں ہوئی تھی، مگر آج اُن کے دو بچے ہیں، اور پھر بھی وہ کام ویسے ہی جاری رکھے ہوئے ہیں۔ نسرین کی دکان میں داخل ہوتے ہی مختلف طرح کے پتھر اور اُن سے بنائے جانے والے انتہائی خوبصورت اور نازک زیورات دیکھائی دیتے ہیں۔ دکان میں ایک جانب بھاری مشینری اور آلات موجود ہیں۔,پاکستان
مشین میں پتھروں کی کٹائی سے لے کر باریکی کے ساتھ اُن سے زیوار بنانے کے عمل میں کئی دن لگ جاتے ہیں۔ نسرین کا خواب ہے کہ وہ اپنے کاروبار کو پورے گلگت بلتستان میں پھیلائیں بلکہ بیرونی دُنیا میں بھی اپنے مُلک کی نمائندگی کریں۔,پاکستان
نسرین کی دکان پر کام سیکھنے کے لیے آنے والی لڑکی کا کہنا ہے ’میں ان کے کام سے بہت متاثر ہوں، یہ مالی طور پر خود مختار ہیں، اور گھر کے ساتھ ساتھ ایک اچھا کاروبار بھی چلا رہی ہیں، میں بھی ان جیسے اپنا کام شروع کرنا چاہتی ہوں‘۔,پاکستان
نسرین اور ان کی دوستیں اب تک سو سے زیادہ خواتین کو یہ کام سیکھا چکی ہیں، اور وہ مستقبل میں اپنا ٹرینیگ سینٹر بھی کھولنے کا خواب رکھتی ہیں۔ ,پاکستان
ہنزہ میں با آسانی مل جانے والے قیمتی پتھروں میں روبی، ٹورمیلین، عقیق، سیفائیر سمیت کئی نایاب پتھر موجود ہیں، ان کی قیمتیں ایک ہزار روپے سے لاکھوں روپوں تک ہوتی ہے۔ ,پاکستان
ہنزہ کی اس خوبصورت وادی کی خواتین کس قدر محنت کش اور کاروباری ذہن رکھنے والی ہیں اس بات کا اندازہ اُن سے مل کر ہی لگایا جا سکتا ہے۔,پاکستان
الیکشن کمیشن آف پاکستان کی جانب سے الیکشن شیڈول جاری کرنے کے بعد ملکی سیاست میں کچھ ہلچل پیدا ہو گئی ہے۔ ملک کی سیاسی جماعت آئندہ برس آٹھ فروری کو ہونے والے عام انتخابات کے لیے کمر کس رہی ہیں۔,پاکستان
